sf:,63023,53,372,2023,False,True,False,2023-09-21 16:35:28.960 -04:00,,1,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,53,Home Language Questionnaire,49
sf:,65181,60,372,2023,False,True,True,2023-09-21 16:35:28.960 -04:00,,1,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,60,Official Release of Records,10
sf:,66800,63,372,2023,False,False,False,2023-09-21 16:35:28.960 -04:00,,2,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,63,Previous School's Test Scores,168
sf:,68170,85,372,2023,False,True,True,2023-09-21 16:35:28.960 -04:00,,1,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,85,Admissions Form,39
sf:,70194,95,372,2023,False,True,False,2023-09-21 16:35:28.960 -04:00,,1,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,95,Student Residency Questionnaire,46
sf:,67054,68,372,2023,False,False,False,2023-09-21 16:35:28.960 -04:00,,8,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,68,Attendance Expectations,63
sf:,39523,1,372,2023,False,True,False,2023-09-21 16:35:28.960 -04:00,,4,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,1,Birth Certificate,7
sf:,41168,2,372,2023,False,False,False,2023-09-21 16:35:28.960 -04:00,,2,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,2,Commitment to Excellence,12
sf:,42323,3,372,2023,False,True,False,2023-09-21 16:35:28.960 -04:00,,2,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,3,Household Information Survey / Education Benefits,163
sf:,70096,89,372,2023,False,True,False,2023-09-21 16:35:28.960 -04:00,,1,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,89,Directory and Media Opt-Out Form,36
sf:,43784,4,372,2023,False,True,False,2023-09-21 16:35:28.960 -04:00,,5,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,4,Emergency Contact,11
sf:,68161,73,372,2023,False,True,False,2023-09-21 16:35:28.960 -04:00,,1,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,73,Health Department Consent Form,66
sf:,46582,7,372,2023,False,False,False,2023-09-21 16:35:28.960 -04:00,,2,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,7,Household Verification Form,48
sf:,47804,8,372,2023,False,True,False,2023-09-21 16:35:28.960 -04:00,,4,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,8,Initial Immunization Records,40
sf:,50049,9,372,2023,False,False,False,2023-09-21 16:35:28.960 -04:00,,2,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,9,Immunization Waiver,59
sf:,67686,71,372,2023,False,True,False,2023-09-21 16:35:28.960 -04:00,,1,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,71,Transportation Permission Form,64
sf:,51390,10,372,2023,False,False,False,2023-09-21 16:35:28.960 -04:00,,2,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,10,Kindergarten Waiver,58
sf:,53137,11,372,2023,False,False,False,2023-09-21 16:35:28.960 -04:00,,3,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,11,Medication Administration Form (Optional),9
sf:,70067,86,372,2023,False,False,False,2023-09-21 16:35:28.960 -04:00,,1,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,86,Military Information,73
sf:,68021,80,372,2023,False,True,False,2023-09-21 16:35:28.960 -04:00,,8,1,School/Grade/AY/FD:,372,Achieve Charter Academy,1,K,3,2023,2023-2024,80,NHA Student Device Agreement,71
